;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 4/15/2023 3:19:46 PM
;----------------------------------------------

;Address Opcode 	ASM
;COCIMIC_FP_Compiler.c,172 :: 		PORTB.F1 = 0;
0x0617	0x1086      	BCF        PORTB, 1
;COCIMIC_FP_Compiler.c,173 :: 		delay_ms(1);
0x0618	0x3007      	MOVLW      7
0x0619	0x00FC      	MOVWF      R12
0x061A	0x307D      	MOVLW      125
0x061B	0x00FD      	MOVWF      R13
L_keypadScan27:
0x061C	0x0BFD      	DECFSZ     R13, 1
0x061D	0x2E1C      	GOTO       L_keypadScan27
0x061E	0x0BFC      	DECFSZ     R12, 1
0x061F	0x2E1C      	GOTO       L_keypadScan27
;COCIMIC_FP_Compiler.c,174 :: 		PORTB.F1 = 1;
0x0620	0x1486      	BSF        PORTB, 1
;COCIMIC_FP_Compiler.c,175 :: 		PORTB.F2 = 0;
0x0621	0x1106      	BCF        PORTB, 2
;COCIMIC_FP_Compiler.c,176 :: 		delay_ms(1);
0x0622	0x3007      	MOVLW      7
0x0623	0x00FC      	MOVWF      R12
0x0624	0x307D      	MOVLW      125
0x0625	0x00FD      	MOVWF      R13
L_keypadScan28:
0x0626	0x0BFD      	DECFSZ     R13, 1
0x0627	0x2E26      	GOTO       L_keypadScan28
0x0628	0x0BFC      	DECFSZ     R12, 1
0x0629	0x2E26      	GOTO       L_keypadScan28
;COCIMIC_FP_Compiler.c,177 :: 		PORTB.F2 = 1;
0x062A	0x1506      	BSF        PORTB, 2
;COCIMIC_FP_Compiler.c,178 :: 		PORTB.F3 = 0;
0x062B	0x1186      	BCF        PORTB, 3
;COCIMIC_FP_Compiler.c,179 :: 		delay_ms(1);
0x062C	0x3007      	MOVLW      7
0x062D	0x00FC      	MOVWF      R12
0x062E	0x307D      	MOVLW      125
0x062F	0x00FD      	MOVWF      R13
L_keypadScan29:
0x0630	0x0BFD      	DECFSZ     R13, 1
0x0631	0x2E30      	GOTO       L_keypadScan29
0x0632	0x0BFC      	DECFSZ     R12, 1
0x0633	0x2E30      	GOTO       L_keypadScan29
;COCIMIC_FP_Compiler.c,180 :: 		PORTB.F3 = 1;
0x0634	0x1586      	BSF        PORTB, 3
;COCIMIC_FP_Compiler.c,181 :: 		}
L_end_keypadScan:
0x0635	0x0008      	RETURN
; end of _keypadScan
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x0636	0x2586      	CALL       _____DoICP
0x0637	0x118A      	BCF        PCLATH, 3
0x0638	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x0639	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x063A	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x063B	0x0AC3      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x063C	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x063D	0x0AC4      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x063E	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x063F	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x0640	0x2E36      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x0641	0x0008      	RETURN
; end of ___CC2DW
_init:
;COCIMIC_FP_Compiler.c,36 :: 		void init() {
;COCIMIC_FP_Compiler.c,37 :: 		Lcd_Init();        // Initialize LCD library
0x0642	0x258D      	CALL       _Lcd_Init
;COCIMIC_FP_Compiler.c,38 :: 		ADC_Init();        // Initialize ADC library
0x0643	0x2573      	CALL       _ADC_Init
;COCIMIC_FP_Compiler.c,39 :: 		TRISB = 0xF0;      // Set RB4-RB7 as input (Keypad)
0x0644	0x30F0      	MOVLW      240
0x0645	0x1683      	BSF        STATUS, 5
0x0646	0x0086      	MOVWF      TRISB
;COCIMIC_FP_Compiler.c,40 :: 		TRISD = 0x00;      // Set RD0-RD7 as output (LED)
0x0647	0x0188      	CLRF       TRISD
;COCIMIC_FP_Compiler.c,41 :: 		PORTB = 0x0F;      // Set RB4-RB7 as low
0x0648	0x300F      	MOVLW      15
0x0649	0x1283      	BCF        STATUS, 5
0x064A	0x0086      	MOVWF      PORTB
;COCIMIC_FP_Compiler.c,42 :: 		TRISC.f0 = 0;      // Set RC0 as output (Motor driver input 1)
0x064B	0x1683      	BSF        STATUS, 5
0x064C	0x1007      	BCF        TRISC, 0
;COCIMIC_FP_Compiler.c,43 :: 		PWM1_Init(25000);  // Initialize PWM1 module at 25KHz
0x064D	0x1283      	BCF        STATUS, 5
0x064E	0x1012      	BCF        T2CON, 0
0x064F	0x1092      	BCF        T2CON, 1
0x0650	0x30C7      	MOVLW      199
0x0651	0x1683      	BSF        STATUS, 5
0x0652	0x0092      	MOVWF      PR2
0x0653	0x25DB      	CALL       _PWM1_Init
;COCIMIC_FP_Compiler.c,44 :: 		}
L_end_init:
0x0654	0x0008      	RETURN
; end of _init
_keypad:
;COCIMIC_FP_Compiler.c,183 :: 		void keypad() {
;COCIMIC_FP_Compiler.c,184 :: 		if (keyFlag == 1) {
0x0655	0x3000      	MOVLW      0
0x0656	0x1683      	BSF        STATUS, 5
0x0657	0x1303      	BCF        STATUS, 6
0x0658	0x0646      	XORWF      _keyFlag+1, 0
0x0659	0x1D03      	BTFSS      STATUS, 2
0x065A	0x2E5D      	GOTO       L__keypad109
0x065B	0x3001      	MOVLW      1
0x065C	0x0645      	XORWF      _keyFlag, 0
L__keypad109:
0x065D	0x1D03      	BTFSS      STATUS, 2
0x065E	0x2E76      	GOTO       L_keypad30
;COCIMIC_FP_Compiler.c,185 :: 		if (key == 10) {
0x065F	0x3000      	MOVLW      0
0x0660	0x0642      	XORWF      _key+1, 0
0x0661	0x1D03      	BTFSS      STATUS, 2
0x0662	0x2E65      	GOTO       L__keypad110
0x0663	0x300A      	MOVLW      10
0x0664	0x0641      	XORWF      _key, 0
L__keypad110:
0x0665	0x1D03      	BTFSS      STATUS, 2
0x0666	0x2E6B      	GOTO       L_keypad31
;COCIMIC_FP_Compiler.c,186 :: 		mode = 1;
0x0667	0x3001      	MOVLW      1
0x0668	0x1283      	BCF        STATUS, 5
0x0669	0x00B6      	MOVWF      _mode
;COCIMIC_FP_Compiler.c,187 :: 		} else if (key == 11) {
0x066A	0x2E76      	GOTO       L_keypad32
L_keypad31:
0x066B	0x3000      	MOVLW      0
0x066C	0x1683      	BSF        STATUS, 5
0x066D	0x0642      	XORWF      _key+1, 0
0x066E	0x1D03      	BTFSS      STATUS, 2
0x066F	0x2E72      	GOTO       L__keypad111
0x0670	0x300B      	MOVLW      11
0x0671	0x0641      	XORWF      _key, 0
L__keypad111:
0x0672	0x1D03      	BTFSS      STATUS, 2
0x0673	0x2E76      	GOTO       L_keypad33
;COCIMIC_FP_Compiler.c,188 :: 		mode = 0;
0x0674	0x1283      	BCF        STATUS, 5
0x0675	0x01B6      	CLRF       _mode
;COCIMIC_FP_Compiler.c,189 :: 		}
L_keypad33:
L_keypad32:
;COCIMIC_FP_Compiler.c,190 :: 		}
L_keypad30:
;COCIMIC_FP_Compiler.c,191 :: 		}
L_end_keypad:
0x0676	0x0008      	RETURN
; end of _keypad
_main:
0x0677	0x26E0      	CALL       1760
;COCIMIC_FP_Compiler.c,292 :: 		void main() {
;COCIMIC_FP_Compiler.c,293 :: 		init();             // Initialize
0x0678	0x2642      	CALL       _init
;COCIMIC_FP_Compiler.c,294 :: 		initInterrupt();    // Initialize interrupt
0x0679	0x2600      	CALL       _initInterrupt
;COCIMIC_FP_Compiler.c,295 :: 		while (1) {         // Endless loop
L_main84:
;COCIMIC_FP_Compiler.c,296 :: 		keypadScan();   // Scan keypad
0x067A	0x2608      	CALL       _keypadScan
;COCIMIC_FP_Compiler.c,297 :: 		keypad();       // Keypad function
0x067B	0x2655      	CALL       _keypad
;COCIMIC_FP_Compiler.c,298 :: 		modeControl();  // Control mode
0x067C	0x25E1      	CALL       _modeControl
;COCIMIC_FP_Compiler.c,299 :: 		}
0x067D	0x2E7A      	GOTO       L_main84
;COCIMIC_FP_Compiler.c,300 :: 		}
L_end_main:
0x067E	0x2E7E      	GOTO       $+0
; end of _main
0x06E0	0x3023      	MOVLW      35
0x06E1	0x0084      	MOVWF      FSR
0x06E2	0x304C      	MOVLW      76
0x06E3	0x1283      	BCF        STATUS, 5
0x06E4	0x1303      	BCF        STATUS, 6
0x06E5	0x00F0      	MOVWF      R0
0x06E6	0x3084      	MOVLW      132
0x06E7	0x1683      	BSF        STATUS, 5
0x06E8	0x00C3      	MOVWF      ___DoICPAddr
0x06E9	0x3006      	MOVLW      6
0x06EA	0x00C4      	MOVWF      196
0x06EB	0x2636      	CALL       1590
0x06EC	0x30A0      	MOVLW      160
0x06ED	0x0084      	MOVWF      FSR
0x06EE	0x300F      	MOVLW      15
0x06EF	0x1303      	BCF        STATUS, 6
0x06F0	0x00F0      	MOVWF      R0
0x06F1	0x30D0      	MOVLW      208
0x06F2	0x1683      	BSF        STATUS, 5
0x06F3	0x00C3      	MOVWF      ___DoICPAddr
0x06F4	0x3006      	MOVLW      6
0x06F5	0x00C4      	MOVWF      196
0x06F6	0x2636      	CALL       1590
0x06F7	0x0008      	RETURN
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr9_COCIMIC_FP_Compiler
0x0684	0x3453 ;?ICS?lstr9_COCIMIC_FP_Compiler+0
0x0685	0x3470 ;?ICS?lstr9_COCIMIC_FP_Compiler+1
0x0686	0x3465 ;?ICS?lstr9_COCIMIC_FP_Compiler+2
0x0687	0x3465 ;?ICS?lstr9_COCIMIC_FP_Compiler+3
0x0688	0x3464 ;?ICS?lstr9_COCIMIC_FP_Compiler+4
0x0689	0x343A ;?ICS?lstr9_COCIMIC_FP_Compiler+5
0x068A	0x3420 ;?ICS?lstr9_COCIMIC_FP_Compiler+6
0x068B	0x3400 ;?ICS?lstr9_COCIMIC_FP_Compiler+7
; end of ?ICS?lstr9_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr10_COCIMIC_FP_Compiler
0x068C	0x3420 ;?ICS?lstr10_COCIMIC_FP_Compiler+0
0x068D	0x3400 ;?ICS?lstr10_COCIMIC_FP_Compiler+1
; end of ?ICS?lstr10_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr13_COCIMIC_FP_Compiler
0x068E	0x344F ;?ICS?lstr13_COCIMIC_FP_Compiler+0
0x068F	0x3446 ;?ICS?lstr13_COCIMIC_FP_Compiler+1
0x0690	0x3446 ;?ICS?lstr13_COCIMIC_FP_Compiler+2
0x0691	0x3420 ;?ICS?lstr13_COCIMIC_FP_Compiler+3
0x0692	0x3400 ;?ICS?lstr13_COCIMIC_FP_Compiler+4
; end of ?ICS?lstr13_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr12_COCIMIC_FP_Compiler
0x0693	0x3425 ;?ICS?lstr12_COCIMIC_FP_Compiler+0
0x0694	0x3400 ;?ICS?lstr12_COCIMIC_FP_Compiler+1
; end of ?ICS?lstr12_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr11_COCIMIC_FP_Compiler
0x0695	0x3425 ;?ICS?lstr11_COCIMIC_FP_Compiler+0
0x0696	0x3400 ;?ICS?lstr11_COCIMIC_FP_Compiler+1
; end of ?ICS?lstr11_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS_mode
0x0697	0x3400 ;?ICS_mode+0
; end of ?ICS_mode
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr19_COCIMIC_FP_Compiler
0x0698	0x3441 ;?ICS?lstr19_COCIMIC_FP_Compiler+0
0x0699	0x3400 ;?ICS?lstr19_COCIMIC_FP_Compiler+1
; end of ?ICS?lstr19_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr18_COCIMIC_FP_Compiler
0x069A	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+0
0x069B	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+1
0x069C	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+2
0x069D	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+3
0x069E	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+4
0x069F	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+5
0x06A0	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+6
0x06A1	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+7
0x06A2	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+8
0x06A3	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+9
0x06A4	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+10
0x06A5	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+11
0x06A6	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+12
0x06A7	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+13
0x06A8	0x3420 ;?ICS?lstr18_COCIMIC_FP_Compiler+14
0x06A9	0x344D ;?ICS?lstr18_COCIMIC_FP_Compiler+15
0x06AA	0x3400 ;?ICS?lstr18_COCIMIC_FP_Compiler+16
; end of ?ICS?lstr18_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr14_COCIMIC_FP_Compiler
0x06AB	0x344C ;?ICS?lstr14_COCIMIC_FP_Compiler+0
0x06AC	0x344F ;?ICS?lstr14_COCIMIC_FP_Compiler+1
0x06AD	0x3457 ;?ICS?lstr14_COCIMIC_FP_Compiler+2
0x06AE	0x3420 ;?ICS?lstr14_COCIMIC_FP_Compiler+3
0x06AF	0x3400 ;?ICS?lstr14_COCIMIC_FP_Compiler+4
; end of ?ICS?lstr14_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr8_COCIMIC_FP_Compiler
0x06B0	0x3428 ;?ICS?lstr8_COCIMIC_FP_Compiler+0
0x06B1	0x3421 ;?ICS?lstr8_COCIMIC_FP_Compiler+1
0x06B2	0x3429 ;?ICS?lstr8_COCIMIC_FP_Compiler+2
0x06B3	0x3400 ;?ICS?lstr8_COCIMIC_FP_Compiler+3
; end of ?ICS?lstr8_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr7_COCIMIC_FP_Compiler
0x06B4	0x3420 ;?ICS?lstr7_COCIMIC_FP_Compiler+0
0x06B5	0x3400 ;?ICS?lstr7_COCIMIC_FP_Compiler+1
; end of ?ICS?lstr7_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr4_COCIMIC_FP_Compiler
0x06B6	0x3420 ;?ICS?lstr4_COCIMIC_FP_Compiler+0
0x06B7	0x3420 ;?ICS?lstr4_COCIMIC_FP_Compiler+1
0x06B8	0x3420 ;?ICS?lstr4_COCIMIC_FP_Compiler+2
0x06B9	0x3400 ;?ICS?lstr4_COCIMIC_FP_Compiler+3
; end of ?ICS?lstr4_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr5_COCIMIC_FP_Compiler
0x06BA	0x3454 ;?ICS?lstr5_COCIMIC_FP_Compiler+0
0x06BB	0x3465 ;?ICS?lstr5_COCIMIC_FP_Compiler+1
0x06BC	0x346D ;?ICS?lstr5_COCIMIC_FP_Compiler+2
0x06BD	0x3470 ;?ICS?lstr5_COCIMIC_FP_Compiler+3
0x06BE	0x343A ;?ICS?lstr5_COCIMIC_FP_Compiler+4
0x06BF	0x3420 ;?ICS?lstr5_COCIMIC_FP_Compiler+5
0x06C0	0x3400 ;?ICS?lstr5_COCIMIC_FP_Compiler+6
; end of ?ICS?lstr5_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr6_COCIMIC_FP_Compiler
0x06C1	0x3443 ;?ICS?lstr6_COCIMIC_FP_Compiler+0
0x06C2	0x3400 ;?ICS?lstr6_COCIMIC_FP_Compiler+1
; end of ?ICS?lstr6_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr3_COCIMIC_FP_Compiler
0x06C3	0x3420 ;?ICS?lstr3_COCIMIC_FP_Compiler+0
0x06C4	0x3420 ;?ICS?lstr3_COCIMIC_FP_Compiler+1
0x06C5	0x3400 ;?ICS?lstr3_COCIMIC_FP_Compiler+2
; end of ?ICS?lstr3_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr17_COCIMIC_FP_Compiler
0x06C6	0x344D ;?ICS?lstr17_COCIMIC_FP_Compiler+0
0x06C7	0x3441 ;?ICS?lstr17_COCIMIC_FP_Compiler+1
0x06C8	0x3458 ;?ICS?lstr17_COCIMIC_FP_Compiler+2
0x06C9	0x3420 ;?ICS?lstr17_COCIMIC_FP_Compiler+3
0x06CA	0x3400 ;?ICS?lstr17_COCIMIC_FP_Compiler+4
; end of ?ICS?lstr17_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr16_COCIMIC_FP_Compiler
0x06CB	0x3448 ;?ICS?lstr16_COCIMIC_FP_Compiler+0
0x06CC	0x3449 ;?ICS?lstr16_COCIMIC_FP_Compiler+1
0x06CD	0x3447 ;?ICS?lstr16_COCIMIC_FP_Compiler+2
0x06CE	0x3448 ;?ICS?lstr16_COCIMIC_FP_Compiler+3
0x06CF	0x3400 ;?ICS?lstr16_COCIMIC_FP_Compiler+4
; end of ?ICS?lstr16_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr15_COCIMIC_FP_Compiler
0x06D0	0x344D ;?ICS?lstr15_COCIMIC_FP_Compiler+0
0x06D1	0x3449 ;?ICS?lstr15_COCIMIC_FP_Compiler+1
0x06D2	0x3444 ;?ICS?lstr15_COCIMIC_FP_Compiler+2
0x06D3	0x3420 ;?ICS?lstr15_COCIMIC_FP_Compiler+3
0x06D4	0x3400 ;?ICS?lstr15_COCIMIC_FP_Compiler+4
; end of ?ICS?lstr15_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr2_COCIMIC_FP_Compiler
0x06D5	0x3428 ;?ICS?lstr2_COCIMIC_FP_Compiler+0
0x06D6	0x342D ;?ICS?lstr2_COCIMIC_FP_Compiler+1
0x06D7	0x3429 ;?ICS?lstr2_COCIMIC_FP_Compiler+2
0x06D8	0x3400 ;?ICS?lstr2_COCIMIC_FP_Compiler+3
; end of ?ICS?lstr2_COCIMIC_FP_Compiler
;COCIMIC_FP_Compiler.c,0 :: ?ICS?lstr1_COCIMIC_FP_Compiler
0x06D9	0x3420 ;?ICS?lstr1_COCIMIC_FP_Compiler+0
0x06DA	0x3420 ;?ICS?lstr1_COCIMIC_FP_Compiler+1
0x06DB	0x3420 ;?ICS?lstr1_COCIMIC_FP_Compiler+2
0x06DC	0x3443 ;?ICS?lstr1_COCIMIC_FP_Compiler+3
0x06DD	0x3420 ;?ICS?lstr1_COCIMIC_FP_Compiler+4
0x06DE	0x3400 ;?ICS?lstr1_COCIMIC_FP_Compiler+5
; end of ?ICS?lstr1_COCIMIC_FP_Compiler
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0004     [205]    _interrupt
0x00D1       [7]    _Delay_50us
0x00D8      [13]    _Delay_5500us
0x00E5       [6]    _Delay_1us
0x00EB      [87]    _Lcd_Cmd
0x0142      [43]    _Mul_16x16_U
0x016D      [29]    _Div_16x16_U
0x018A       [8]    _PWM1_Stop
0x0192       [8]    _Delay_22us
0x019A      [57]    _PWM1_Set_Duty
0x01D3       [8]    _PWM1_Start
0x01DB      [11]    _Lcd_Chr_CP
0x01E6      [66]    _WordToStr
0x0228      [44]    _Ltrim
0x0254      [23]    _startFan
0x026B       [5]    _stopFan
0x0270      [69]    _Lcd_Out
0x02B5     [106]    _IntToStr
0x031F      [36]    _ADC_Read
0x0343     [124]    _autoFanControl
0x03BF     [116]    _readTemp
0x0433     [143]    _manualFanControl
0x04C2      [29]    _dispTemp
0x04DF     [148]    _dispSpd
0x0573      [19]    _ADC_Init
0x0586       [7]    _____DoICP
0x058D      [78]    _Lcd_Init
0x05DB       [6]    _PWM1_Init
0x05E1      [31]    _modeControl
0x0600       [8]    _initInterrupt
0x0608      [46]    _keypadScan
0x0636      [12]    ___CC2DW
0x0642      [19]    _init
0x0655      [34]    _keypad
0x0677       [7]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    INDF
0x0002       [1]    PCL
0x0003       [1]    STATUS
0x0004       [1]    FSR
0x0006       [1]    PORTB
0x0007       [1]    PORTC
0x0008       [0]    LCD_D5
0x0008       [0]    LCD_D6
0x0008       [0]    LCD_D7
0x0008       [0]    RD5_bit
0x0008       [0]    RD6_bit
0x0008       [0]    RD7_bit
0x0008       [0]    RD2_bit
0x0008       [0]    RD3_bit
0x0008       [0]    RD4_bit
0x0008       [0]    LCD_RS
0x0008       [0]    LCD_EN
0x0008       [0]    LCD_D4
0x000A       [1]    PCLATH
0x000B       [1]    INTCON
0x0012       [1]    T2CON
0x0015       [1]    CCPR1L
0x0017       [1]    CCP1CON
0x001E       [1]    ADRESH
0x001F       [1]    ADCON0
0x0023       [8]    ?lstr9_COCIMIC_FP_Compiler
0x002B       [2]    ?lstr10_COCIMIC_FP_Compiler
0x002D       [5]    ?lstr13_COCIMIC_FP_Compiler
0x0032       [2]    ?lstr12_COCIMIC_FP_Compiler
0x0034       [2]    ?lstr11_COCIMIC_FP_Compiler
0x0036       [1]    _mode
0x0037       [2]    ?lstr19_COCIMIC_FP_Compiler
0x0039      [17]    ?lstr18_COCIMIC_FP_Compiler
0x004A       [5]    ?lstr14_COCIMIC_FP_Compiler
0x004F       [4]    ?lstr8_COCIMIC_FP_Compiler
0x0053       [2]    ?lstr7_COCIMIC_FP_Compiler
0x0055       [4]    ?lstr4_COCIMIC_FP_Compiler
0x0059       [7]    ?lstr5_COCIMIC_FP_Compiler
0x0060       [2]    ?lstr6_COCIMIC_FP_Compiler
0x0062       [3]    ?lstr3_COCIMIC_FP_Compiler
0x0065       [5]    ?lstr17_COCIMIC_FP_Compiler
0x006A       [5]    ?lstr16_COCIMIC_FP_Compiler
0x006F       [0]    __Lib_Lcd_cmd_status
0x0070       [1]    R0
0x0071       [1]    R1
0x0072       [1]    R2
0x0073       [1]    R3
0x0074       [1]    R4
0x0075       [1]    R5
0x0076       [1]    R6
0x0077       [1]    R7
0x0078       [1]    R8
0x0079       [1]    R9
0x007A       [1]    R10
0x007B       [1]    R11
0x007C       [1]    R12
0x007D       [1]    R13
0x007E       [1]    R14
0x007F       [1]    R15
0x0081       [1]    OPTION_REG
0x0086       [1]    TRISB
0x0087       [1]    TRISC
0x0087       [0]    TRISC2_bit
0x0088       [0]    TRISD6_bit
0x0088       [0]    TRISD7_bit
0x0088       [0]    LCD_D7_Direction
0x0088       [0]    LCD_D6_Direction
0x0088       [0]    LCD_D5_Direction
0x0088       [0]    TRISD3_bit
0x0088       [0]    TRISD4_bit
0x0088       [1]    TRISD
0x0088       [0]    LCD_RS_Direction
0x0088       [0]    TRISD5_bit
0x0088       [0]    TRISD2_bit
0x0088       [0]    LCD_D4_Direction
0x0088       [0]    LCD_EN_Direction
0x0092       [1]    PR2
0x009E       [1]    ADRESL
0x009F       [1]    ADCON1
0x00A0       [5]    ?lstr15_COCIMIC_FP_Compiler
0x00A5       [4]    ?lstr2_COCIMIC_FP_Compiler
0x00A9       [6]    ?lstr1_COCIMIC_FP_Compiler
0x00AF      [16]    _txtSpd
0x00BF       [2]    _spdValue
0x00C1       [2]    _key
0x00C3       [2]    ___DoICPAddr
0x00C5       [2]    _keyFlag
0x00C7       [3]    _ADC_Get_Sample_Ptr
0x00CA       [2]    _tempValue
0x00CC      [16]    _txtTemp
0x00DC       [1]    ___savePCLATH
0x00DD       [1]    ___saveSTATUS
0x00DE       [4]    FARG_PWM1_Init_PWM_Freq
0x00E2       [1]    FARG_Ltrim_string
0x00E2       [2]    FARG_IntToStr_input
0x00E2       [1]    FARG_Lcd_Out_row
0x00E2       [1]    FARG_ADC_Read_channel
0x00E3       [2]    Ltrim_trimmed_L0
0x00E3       [1]    FARG_Lcd_Out_column
0x00E4       [1]    FARG_IntToStr_output
0x00E4       [1]    FARG_Lcd_Out_text
0x00E5       [1]    Lcd_Out_i_L0
0x00E5       [2]    IntToStr_i_L0
0x00E7       [2]    IntToStr_negative_L0
0x00E9       [2]    IntToStr_inword_L0
0x00EB       [1]    FARG_PWM1_Set_Duty_new_duty
0x00EB       [1]    FARG_Lcd_Chr_CP_out_char
0x00EB       [2]    FARG_WordToStr_input
0x00ED       [1]    FARG_WordToStr_output
0x00EE       [1]    WordToStr_len_L0
0x00EF       [1]    FLOC__WordToStr
0x0110       [1]    FARG_Lcd_Cmd_out_char
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x0684       [8]    ?ICS?lstr9_COCIMIC_FP_Compiler
0x068C       [2]    ?ICS?lstr10_COCIMIC_FP_Compiler
0x068E       [5]    ?ICS?lstr13_COCIMIC_FP_Compiler
0x0693       [2]    ?ICS?lstr12_COCIMIC_FP_Compiler
0x0695       [2]    ?ICS?lstr11_COCIMIC_FP_Compiler
0x0697       [1]    ?ICS_mode
0x0698       [2]    ?ICS?lstr19_COCIMIC_FP_Compiler
0x069A      [17]    ?ICS?lstr18_COCIMIC_FP_Compiler
0x06AB       [5]    ?ICS?lstr14_COCIMIC_FP_Compiler
0x06B0       [4]    ?ICS?lstr8_COCIMIC_FP_Compiler
0x06B4       [2]    ?ICS?lstr7_COCIMIC_FP_Compiler
0x06B6       [4]    ?ICS?lstr4_COCIMIC_FP_Compiler
0x06BA       [7]    ?ICS?lstr5_COCIMIC_FP_Compiler
0x06C1       [2]    ?ICS?lstr6_COCIMIC_FP_Compiler
0x06C3       [3]    ?ICS?lstr3_COCIMIC_FP_Compiler
0x06C6       [5]    ?ICS?lstr17_COCIMIC_FP_Compiler
0x06CB       [5]    ?ICS?lstr16_COCIMIC_FP_Compiler
0x06D0       [5]    ?ICS?lstr15_COCIMIC_FP_Compiler
0x06D5       [4]    ?ICS?lstr2_COCIMIC_FP_Compiler
0x06D9       [6]    ?ICS?lstr1_COCIMIC_FP_Compiler
//** Label List: ** 
//----------------------------------------------
  L_readTemp0
  L_readTemp1
  L_autoFanControl2
  L_autoFanControl3
  L_autoFanControl4
  L_autoFanControl5
  L_autoFanControl6
  L_autoFanControl7
  L_autoFanControl8
  L_autoFanControl9
  L_autoFanControl10
  L_autoFanControl11
  L_autoFanControl12
  L_autoFanControl13
  L_autoFanControl14
  L_autoFanControl15
  L_dispSpd16
  L_dispSpd17
  L_dispSpd18
  L_dispSpd19
  L_dispSpd20
  L_dispSpd21
  L_dispSpd22
  L_dispSpd23
  L_dispSpd24
  L_dispSpd25
  L_keypadScan26
  L_keypadScan27
  L_keypadScan28
  L_keypadScan29
  L_keypad30
  L_keypad31
  L_keypad32
  L_keypad33
  L_manualFanControl34
  L_manualFanControl35
  L_manualFanControl36
  L_manualFanControl37
  L_manualFanControl38
  L_manualFanControl39
  L_manualFanControl40
  L_manualFanControl41
  L_manualFanControl42
  L_manualFanControl43
  L_manualFanControl44
  L_manualFanControl45
  L_manualFanControl46
  L_manualFanControl47
  L_manualFanControl48
  L_manualFanControl49
  L_manualFanControl50
